SI_NO,Date,Product Type,Product,Type,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Expected Profit,Expected COGS,Expected Margin,Expected Sales,State,Market,Market Size
3761,2010-10-01,Coffee,Columbian,Regular,348,402,474,72,54,23,330,50,350,400,Massachusetts,East,Major Market
3762,2011-02-01,Coffee,Columbian,Regular,505,395,501,75,55,24,330,70,370,440,Massachusetts,East,Major Market
3763,2011-10-01,Coffee,Columbian,Regular,516,402,505,72,54,23,330,50,350,400,Massachusetts,East,Major Market
3764,2011-11-01,Coffee,Columbian,Regular,481,379,484,75,55,24,300,60,340,400,Massachusetts,East,Major Market
3765,2010-03-01,Tea,Green Tea,Regular,15,32,53,21,17,5,20,20,30,50,Massachusetts,East,Major Market
3766,2010-12-01,Tea,Green Tea,Regular,25,44,73,29,19,8,30,30,40,70,Massachusetts,East,Major Market
3767,2011-09-01,Espresso,Caffe Mocha,Regular,-46,46,104,52,77,47,-10,40,50,90,Massachusetts,East,Major Market
3768,2010-05-01,Herbal Tea,Lemon,Decaf,12,65,118,53,53,20,20,40,50,90,Massachusetts,East,Major Market
3769,2010-09-01,Herbal Tea,Lemon,Decaf,6,57,102,45,51,17,10,30,40,70,Massachusetts,East,Major Market
3770,2011-11-01,Herbal Tea,Lemon,Decaf,22,69,132,55,54,20,20,40,50,90,Massachusetts,East,Major Market
3771,2010-05-01,Tea,Darjeeling,Regular,22,42,71,29,20,8,30,30,40,70,Massachusetts,East,Major Market
3772,2011-06-01,Tea,Darjeeling,Regular,26,36,59,24,16,6,30,20,40,60,Massachusetts,East,Major Market
3773,2011-08-01,Espresso,Regular Espresso,Regular,113,146,288,145,60,40,100,130,150,280,Massachusetts,East,Major Market
3774,2011-12-01,Espresso,Regular Espresso,Regular,129,153,326,153,66,42,80,150,140,290,Massachusetts,East,Major Market
3775,2011-08-01,Coffee,Amaretto,Regular,-192,-67,86,154,67,49,-150,190,-90,100,California,West,Major Market
3776,2011-03-01,Coffee,Columbian,Regular,384,405,719,270,146,94,370,340,500,840,California,West,Major Market
3777,2010-02-01,Tea,Green Tea,Regular,58,114,189,75,56,24,50,40,80,120,California,West,Major Market
3778,2010-02-01,Tea,Earl Grey,Regular,80,112,189,77,32,21,60,50,70,120,California,West,Major Market
3779,2010-09-01,Coffee,Columbian,Regular,91,155,258,103,64,33,110,90,150,240,Connecticut,East,Small Market
3780,2010-10-01,Coffee,Columbian,Regular,115,188,313,125,73,41,130,100,160,260,Connecticut,East,Small Market
3781,2011-02-01,Coffee,Columbian,Regular,180,195,346,130,74,42,130,120,180,300,Connecticut,East,Small Market
3782,2011-03-01,Coffee,Columbian,Regular,169,186,329,123,72,40,130,110,180,290,Connecticut,East,Small Market
3783,2010-03-01,Tea,Green Tea,Regular,18,37,62,25,19,7,30,20,40,60,Connecticut,East,Small Market
3784,2010-07-01,Tea,Green Tea,Regular,15,31,51,20,16,5,20,20,30,50,Connecticut,East,Small Market
3785,2010-09-01,Tea,Green Tea,Regular,17,34,57,23,17,6,30,20,40,60,Connecticut,East,Small Market
3786,2011-05-01,Tea,Green Tea,Regular,23,34,56,23,16,6,30,20,40,60,Connecticut,East,Small Market
3787,2011-07-01,Tea,Green Tea,Regular,21,31,51,20,15,5,20,20,30,50,Connecticut,East,Small Market
3788,2010-01-01,Espresso,Caffe Mocha,Regular,7,105,180,75,98,68,20,70,100,170,Connecticut,East,Small Market
3789,2010-02-01,Espresso,Caffe Mocha,Regular,3,90,155,65,87,58,20,60,90,150,Connecticut,East,Small Market
3790,2010-03-01,Espresso,Caffe Mocha,Regular,0,87,150,63,87,57,10,60,80,140,Connecticut,East,Small Market
3791,2010-04-01,Espresso,Caffe Mocha,Regular,0,87,150,63,87,57,10,60,80,140,Connecticut,East,Small Market
3792,2010-07-01,Espresso,Caffe Mocha,Regular,-5,66,113,47,71,42,20,40,70,110,Connecticut,East,Small Market
3793,2010-08-01,Espresso,Caffe Mocha,Regular,-8,61,105,44,69,39,10,40,60,100,Connecticut,East,Small Market
3794,2011-06-01,Espresso,Caffe Mocha,Regular,-3,75,127,53,72,48,10,50,70,120,Connecticut,East,Small Market
3795,2010-03-01,Espresso,Decaf Espresso,Decaf,26,71,124,53,45,17,40,50,70,120,Connecticut,East,Small Market
3796,2010-09-01,Espresso,Decaf Espresso,Decaf,23,65,113,48,42,15,40,40,70,110,Connecticut,East,Small Market
3797,2010-10-01,Espresso,Decaf Espresso,Decaf,21,64,111,47,43,15,50,30,60,90,Connecticut,East,Small Market
3798,2010-11-01,Espresso,Decaf Espresso,Decaf,26,71,124,53,45,17,40,50,70,120,Connecticut,East,Small Market
3799,2011-04-01,Espresso,Decaf Espresso,Decaf,36,68,127,51,44,16,40,40,70,110,Connecticut,East,Small Market
3800,2011-05-01,Espresso,Decaf Espresso,Decaf,30,65,112,48,40,15,40,40,70,110,Connecticut,East,Small Market
3801,2011-07-01,Espresso,Decaf Espresso,Decaf,22,57,99,43,38,14,20,40,50,90,Connecticut,East,Small Market
3802,2010-01-01,Herbal Tea,Lemon,Decaf,40,105,190,85,65,32,40,60,80,140,Connecticut,East,Small Market
3803,2010-05-01,Herbal Tea,Lemon,Decaf,33,96,173,77,63,29,40,50,80,130,Connecticut,East,Small Market
3804,2010-08-01,Herbal Tea,Lemon,Decaf,28,88,160,72,60,27,30,50,70,120,Connecticut,East,Small Market
3805,2010-11-01,Herbal Tea,Lemon,Decaf,38,102,184,82,64,31,30,60,70,130,Connecticut,East,Small Market
3806,2011-01-01,Herbal Tea,Lemon,Decaf,62,105,213,85,68,32,40,60,80,140,Connecticut,East,Small Market
3807,2011-06-01,Herbal Tea,Lemon,Decaf,44,93,167,76,57,28,40,50,80,130,Connecticut,East,Small Market
3808,2011-07-01,Herbal Tea,Lemon,Decaf,44,93,167,76,57,28,40,50,80,130,Connecticut,East,Small Market
3809,2011-12-01,Herbal Tea,Lemon,Decaf,40,85,163,68,58,25,20,50,60,110,Connecticut,East,Small Market
3810,2010-02-01,Herbal Tea,Mint,Decaf,46,90,165,75,44,23,50,50,70,120,Connecticut,East,Small Market
3811,2010-04-01,Herbal Tea,Mint,Decaf,46,91,167,76,45,23,60,50,80,130,Connecticut,East,Small Market
3812,2010-10-01,Herbal Tea,Mint,Decaf,35,77,142,65,42,20,50,30,50,80,Connecticut,East,Small Market
3813,2011-01-01,Herbal Tea,Mint,Decaf,73,92,190,78,47,24,50,50,80,130,Connecticut,East,Small Market
3814,2010-05-01,Tea,Darjeeling,Regular,42,65,109,44,23,12,50,40,70,110,Connecticut,East,Small Market
3815,2010-10-01,Tea,Darjeeling,Regular,36,59,99,40,23,11,50,40,60,100,Connecticut,East,Small Market
3816,2010-12-01,Tea,Darjeeling,Regular,47,73,123,50,26,14,50,50,70,120,Connecticut,East,Small Market
3817,2011-03-01,Tea,Darjeeling,Regular,70,72,129,49,25,13,60,50,80,130,Connecticut,East,Small Market
3818,2011-09-01,Tea,Darjeeling,Regular,61,64,115,44,23,12,50,40,70,110,Connecticut,East,Small Market
3819,2011-11-01,Tea,Darjeeling,Regular,76,78,141,54,27,15,60,50,80,130,Connecticut,East,Small Market
3820,2011-03-01,Coffee,Decaf Irish Cream,Decaf,110,125,228,89,51,27,80,80,120,200,Florida,East,Major Market
3821,2011-05-01,Coffee,Decaf Irish Cream,Decaf,138,159,271,114,55,35,100,100,150,250,Florida,East,Major Market
3822,2010-10-01,Tea,Green Tea,Regular,46,70,118,48,24,13,60,50,70,120,Florida,East,Major Market
3823,2010-12-01,Tea,Green Tea,Regular,30,51,85,34,21,9,40,30,50,80,Florida,East,Major Market
3824,2010-09-01,Espresso,Caffe Mocha,Regular,17,130,223,93,113,84,40,80,130,210,Florida,East,Major Market
3825,2010-05-01,Espresso,Decaf Espresso,Decaf,62,117,204,87,55,28,70,80,110,190,Florida,East,Major Market
3826,2010-07-01,Espresso,Decaf Espresso,Decaf,71,130,227,97,59,32,80,90,130,220,Florida,East,Major Market
3827,2010-09-01,Espresso,Decaf Espresso,Decaf,58,114,199,85,56,28,70,80,110,190,Florida,East,Major Market
3828,2010-01-01,Herbal Tea,Chamomile,Decaf,34,62,110,48,28,15,30,30,50,80,Florida,East,Major Market
3829,2010-03-01,Herbal Tea,Chamomile,Decaf,35,63,112,49,28,16,30,30,50,80,Florida,East,Major Market
3830,2010-07-01,Herbal Tea,Chamomile,Decaf,36,65,115,50,29,16,30,30,50,80,Florida,East,Major Market
3831,2010-03-01,Tea,Darjeeling,Regular,27,48,81,33,21,9,40,30,50,80,Florida,East,Major Market
3832,2011-03-01,Tea,Darjeeling,Regular,40,48,86,33,21,9,40,30,50,80,Florida,East,Major Market
3833,2011-05-01,Tea,Darjeeling,Regular,44,53,88,36,20,10,40,30,60,90,Florida,East,Major Market
3834,2010-04-01,Coffee,Decaf Irish Cream,Decaf,63,100,178,78,37,25,100,90,130,220,Texas,South,Major Market
3835,2010-02-01,Espresso,Caffe Mocha,Regular,106,144,243,99,38,27,100,80,120,200,Texas,South,Major Market
3836,2010-07-01,Herbal Tea,Chamomile,Decaf,20,63,110,47,43,15,30,40,60,100,Texas,South,Major Market
3837,2011-06-01,Herbal Tea,Chamomile,Decaf,33,68,117,50,41,16,40,40,70,110,Texas,South,Major Market
3838,2011-09-01,Espresso,Caffe Latte,Regular,58,90,160,60,51,19,40,50,70,120,Texas,South,Major Market
3839,2010-05-01,Coffee,Columbian,Regular,78,141,235,94,63,31,90,90,130,220,Florida,East,Major Market
3840,2010-06-01,Coffee,Columbian,Regular,99,167,278,111,68,36,110,100,160,260,Florida,East,Major Market
3841,2010-07-01,Coffee,Columbian,Regular,104,172,286,114,68,37,120,100,170,270,Florida,East,Major Market
3842,2011-03-01,Coffee,Columbian,Regular,99,126,224,84,59,27,70,80,110,190,Florida,East,Major Market
3843,2011-11-01,Coffee,Decaf Irish Cream,Decaf,132,143,261,102,54,31,90,90,130,220,Florida,East,Major Market
3844,2010-08-01,Tea,Green Tea,Regular,63,91,154,63,28,17,80,60,100,160,Florida,East,Major Market
3845,2010-09-01,Tea,Green Tea,Regular,49,75,126,51,26,14,60,50,80,130,Florida,East,Major Market
3846,2011-03-01,Tea,Green Tea,Regular,70,72,129,49,25,13,60,50,80,130,Florida,East,Major Market
3847,2011-04-01,Tea,Green Tea,Regular,70,72,129,49,25,13,60,50,80,130,Florida,East,Major Market
3848,2011-08-01,Tea,Green Tea,Regular,87,91,153,63,26,17,80,60,100,160,Florida,East,Major Market
3849,2011-11-01,Tea,Green Tea,Regular,42,47,83,31,19,8,40,30,50,80,Florida,East,Major Market
3850,2010-04-01,Espresso,Decaf Espresso,Decaf,58,112,195,83,54,27,80,70,120,190,Florida,East,Major Market
3851,2011-08-01,Espresso,Decaf Espresso,Decaf,101,132,229,99,55,32,80,90,130,220,Florida,East,Major Market
3852,2011-10-01,Herbal Tea,Chamomile,Decaf,15,29,54,22,19,7,20,0,20,20,Florida,East,Major Market
3853,2011-12-01,Herbal Tea,Chamomile,Decaf,18,32,60,24,20,7,20,10,30,40,Florida,East,Major Market
3854,2010-07-01,Herbal Tea,Lemon,Decaf,19,74,133,59,55,22,30,40,60,100,Florida,East,Major Market
3855,2011-01-01,Herbal Tea,Lemon,Decaf,20,66,134,54,56,20,20,40,50,90,Florida,East,Major Market
3856,2011-02-01,Herbal Tea,Lemon,Decaf,18,65,126,53,53,20,20,40,50,90,Florida,East,Major Market
3857,2011-05-01,Herbal Tea,Lemon,Decaf,23,72,129,58,51,22,30,40,60,100,Florida,East,Major Market
3858,2010-07-01,Herbal Tea,Mint,Decaf,55,103,189,86,48,26,50,60,80,140,Florida,East,Major Market
3859,2011-10-01,Herbal Tea,Mint,Decaf,71,94,185,80,46,24,40,40,50,90,Florida,East,Major Market
3860,2010-04-01,Tea,Darjeeling,Regular,30,51,85,34,21,9,50,30,60,90,Florida,East,Major Market
3861,2011-04-01,Tea,Darjeeling,Regular,45,51,91,34,21,9,50,30,60,90,Florida,East,Major Market
3862,2010-02-01,Coffee,Amaretto,Regular,-27,28,132,104,55,33,-20,130,30,160,California,West,Major Market
3863,2011-10-01,Coffee,Amaretto,Regular,-110,-13,116,122,61,39,-60,170,-20,150,California,West,Major Market
3864,2010-09-01,Coffee,Decaf Irish Cream,Decaf,-120,-24,138,162,96,53,-120,200,-30,170,California,West,Major Market
3865,2010-11-01,Coffee,Decaf Irish Cream,Decaf,-127,-27,146,173,100,57,-130,200,-30,170,California,West,Major Market
3866,2011-07-01,Coffee,Decaf Irish Cream,Decaf,-217,-36,200,238,113,78,-150,290,-40,250,California,West,Major Market
3867,2011-08-01,Espresso,Decaf Espresso,Decaf,362,392,681,295,121,97,250,280,370,650,California,West,Major Market
3868,2011-07-01,Herbal Tea,Mint,Decaf,99,112,197,87,37,28,70,70,100,170,California,West,Major Market
3869,2011-08-01,Coffee,Columbian,Regular,508,546,902,364,166,127,370,340,520,860,New York,East,Major Market
3870,2011-11-01,Tea,Green Tea,Regular,70,73,131,50,26,14,50,50,70,120,New York,East,Major Market
3871,2010-04-01,Espresso,Caffe Mocha,Regular,-205,-59,66,125,146,113,-190,120,-60,60,New York,East,Major Market
3872,2010-06-01,Espresso,Caffe Mocha,Regular,-236,-72,72,144,164,131,-210,130,-60,70,New York,East,Major Market
3873,2011-10-01,Espresso,Caffe Mocha,Regular,-300,-56,74,125,146,113,-170,110,-60,50,New York,East,Major Market
3874,2011-11-01,Espresso,Caffe Mocha,Regular,-300,-60,65,121,142,109,-190,110,-60,50,New York,East,Major Market
3875,2010-03-01,Herbal Tea,Mint,Decaf,-119,-32,182,214,87,66,-80,160,-20,140,New York,East,Major Market
3876,2010-11-01,Herbal Tea,Mint,Decaf,-156,-65,160,225,91,69,-120,160,-50,110,New York,East,Major Market
3877,2011-06-01,Herbal Tea,Mint,Decaf,-197,-46,196,244,90,75,-100,180,-30,150,New York,East,Major Market
3878,2011-07-01,Herbal Tea,Mint,Decaf,-226,-62,196,260,95,80,-110,190,-40,150,New York,East,Major Market
3879,2011-06-01,Tea,Darjeeling,Regular,184,178,298,123,42,34,150,130,190,320,New York,East,Major Market
3880,2010-08-01,Tea,Earl Grey,Regular,133,178,301,123,45,34,150,130,190,320,New York,East,Major Market
3881,2011-07-01,Tea,Earl Grey,Regular,153,152,254,104,38,29,120,110,160,270,New York,East,Major Market
3882,2011-11-01,Tea,Earl Grey,Regular,188,172,309,118,45,33,130,120,170,290,New York,East,Major Market
3883,2011-04-01,Espresso,Regular Espresso,Regular,349,325,601,239,90,66,250,220,330,550,New York,East,Major Market
3884,2010-11-01,Coffee,Decaf Irish Cream,Decaf,26,52,92,40,26,13,40,40,60,100,Texas,South,Major Market
3885,2011-03-01,Coffee,Decaf Irish Cream,Decaf,104,109,206,84,39,27,110,100,140,240,Texas,South,Major Market
3886,2011-11-01,Espresso,Caffe Mocha,Regular,188,172,309,118,45,33,100,90,130,220,Texas,South,Major Market
3887,2010-10-01,Espresso,Decaf Espresso,Decaf,78,111,187,76,33,21,80,40,80,120,Texas,South,Major Market
3888,2010-05-01,Herbal Tea,Chamomile,Decaf,27,71,123,52,44,17,50,40,80,120,Texas,South,Major Market
3889,2011-02-01,Herbal Tea,Chamomile,Decaf,49,80,149,60,47,19,50,50,80,130,Texas,South,Major Market
3890,2011-05-01,Herbal Tea,Chamomile,Decaf,37,71,122,52,41,17,50,40,80,120,Texas,South,Major Market
3891,2011-03-01,Herbal Tea,Lemon,Decaf,52,72,129,49,37,15,40,40,70,110,Texas,South,Major Market
3892,2010-01-01,Coffee,Amaretto,Regular,-2,50,145,95,52,30,30,110,70,180,California,West,Major Market
3893,2011-03-01,Coffee,Amaretto,Regular,-61,16,133,109,57,34,-30,130,20,150,California,West,Major Market
3894,2011-11-01,Coffee,Amaretto,Regular,-83,3,124,113,59,36,-50,130,0,130,California,West,Major Market
3895,2010-04-01,Coffee,Decaf Irish Cream,Decaf,-141,-32,159,191,109,63,-150,240,-50,190,California,West,Major Market
3896,2010-02-01,Espresso,Caffe Mocha,Regular,26,169,290,121,143,110,30,110,160,270,California,West,Major Market
3897,2011-02-01,Espresso,Caffe Mocha,Regular,39,169,309,121,143,110,30,110,160,270,California,West,Major Market
3898,2011-11-01,Espresso,Caffe Mocha,Regular,39,168,308,121,142,109,40,110,170,280,California,West,Major Market
3899,2010-03-01,Espresso,Decaf Espresso,Decaf,211,324,567,243,113,80,210,230,310,540,California,West,Major Market
3900,2011-08-01,Herbal Tea,Chamomile,Decaf,197,191,320,132,45,36,140,110,170,280,California,West,Major Market
3901,2011-12-01,Herbal Tea,Chamomile,Decaf,132,124,224,86,35,24,80,80,110,190,California,West,Major Market
3902,2010-08-01,Herbal Tea,Lemon,Decaf,249,367,678,311,118,96,240,260,330,590,California,West,Major Market
3903,2010-12-01,Tea,Darjeeling,Regular,134,179,302,123,45,34,110,90,130,220,California,West,Major Market
3904,2011-03-01,Tea,Earl Grey,Regular,125,117,211,81,33,22,70,50,80,130,California,West,Major Market
3905,2010-08-01,Espresso,Caffe Latte,Regular,167,266,532,266,99,74,170,250,260,510,California,West,Major Market
3906,2010-12-01,Espresso,Caffe Latte,Regular,157,251,501,250,94,70,160,240,240,480,California,West,Major Market
3907,2010-02-01,Coffee,Columbian,Regular,245,387,645,258,142,90,250,240,370,610,New York,East,Major Market
3908,2010-09-01,Coffee,Columbian,Regular,312,474,790,316,162,110,320,300,450,750,New York,East,Major Market
3909,2011-06-01,Coffee,Columbian,Regular,493,534,882,356,165,124,350,340,500,840,New York,East,Major Market
3910,2010-09-01,Herbal Tea,Lemon,Decaf,92,239,541,302,147,114,90,220,200,420,New York,East,Major Market
3911,2011-02-01,Espresso,Regular Espresso,Regular,392,352,618,228,88,63,280,210,350,560,New York,East,Major Market
3912,2011-11-01,Espresso,Regular Espresso,Regular,565,464,719,211,83,59,390,200,460,660,New York,East,Major Market
3913,2010-02-01,Coffee,Columbian,Regular,29,56,100,44,27,14,50,50,70,120,Oklahoma,South,Small Market
3914,2010-03-01,Coffee,Columbian,Regular,29,55,98,43,26,14,50,50,70,120,Oklahoma,South,Small Market
3915,2010-06-01,Coffee,Columbian,Regular,29,56,99,43,27,14,50,50,70,120,Oklahoma,South,Small Market
3916,2010-10-01,Coffee,Columbian,Regular,74,115,205,90,41,29,140,130,160,290,Oklahoma,South,Small Market
3917,2010-11-01,Coffee,Columbian,Regular,71,112,200,88,41,29,90,100,130,230,Oklahoma,South,Small Market
3918,2011-04-01,Coffee,Columbian,Regular,49,60,113,46,27,15,60,50,80,130,Oklahoma,South,Small Market
3919,2011-05-01,Coffee,Columbian,Regular,41,56,98,43,24,14,50,50,70,120,Oklahoma,South,Small Market
3920,2011-10-01,Coffee,Columbian,Regular,110,115,218,90,41,29,140,130,160,290,Oklahoma,South,Small Market
3921,2011-11-01,Coffee,Columbian,Regular,105,112,213,88,41,29,90,100,130,230,Oklahoma,South,Small Market
3922,2010-10-01,Coffee,Decaf Irish Cream,Decaf,21,39,66,27,18,7,60,30,60,90,Oklahoma,South,Small Market
3923,2011-01-01,Coffee,Decaf Irish Cream,Decaf,44,48,90,32,21,8,50,40,60,100,Oklahoma,South,Small Market
3924,2011-05-01,Coffee,Decaf Irish Cream,Decaf,30,42,70,29,19,8,40,30,50,80,Oklahoma,South,Small Market
3925,2011-06-01,Coffee,Decaf Irish Cream,Decaf,26,36,59,24,16,6,30,30,40,70,Oklahoma,South,Small Market
3926,2011-07-01,Coffee,Decaf Irish Cream,Decaf,22,34,56,23,17,6,40,20,50,70,Oklahoma,South,Small Market
3927,2011-08-01,Coffee,Decaf Irish Cream,Decaf,22,33,55,22,16,6,30,20,40,60,Oklahoma,South,Small Market
3928,2011-12-01,Coffee,Decaf Irish Cream,Decaf,42,49,87,33,21,9,50,30,60,90,Oklahoma,South,Small Market
3929,2010-02-01,Espresso,Caffe Mocha,Regular,17,34,56,22,17,6,30,10,30,40,Oklahoma,South,Small Market
3930,2010-03-01,Espresso,Caffe Mocha,Regular,15,32,53,21,17,5,30,10,30,40,Oklahoma,South,Small Market
3931,2010-06-01,Espresso,Caffe Mocha,Regular,10,26,44,18,16,5,20,10,20,30,Oklahoma,South,Small Market
3932,2010-07-01,Espresso,Caffe Mocha,Regular,9,26,44,18,17,5,20,10,20,30,Oklahoma,South,Small Market
3933,2010-08-01,Espresso,Caffe Mocha,Regular,10,25,41,16,15,4,20,10,20,30,Oklahoma,South,Small Market
3934,2010-11-01,Espresso,Caffe Mocha,Regular,29,48,80,32,19,8,30,20,40,60,Oklahoma,South,Small Market
3935,2011-05-01,Espresso,Caffe Mocha,Regular,18,29,49,20,15,5,30,10,30,40,Oklahoma,South,Small Market
3936,2011-06-01,Espresso,Caffe Mocha,Regular,14,26,44,18,15,5,20,10,20,30,Oklahoma,South,Small Market
3937,2011-07-01,Espresso,Caffe Mocha,Regular,12,26,44,18,16,5,20,10,20,30,Oklahoma,South,Small Market
3938,2010-06-01,Espresso,Decaf Espresso,Decaf,99,167,278,111,68,36,90,90,140,230,Oklahoma,South,Small Market
3939,2010-11-01,Espresso,Decaf Espresso,Decaf,62,119,197,78,57,25,40,60,90,150,Oklahoma,South,Small Market
3940,2011-06-01,Espresso,Decaf Espresso,Decaf,137,167,276,111,63,36,90,90,140,230,Oklahoma,South,Small Market
3941,2011-12-01,Espresso,Decaf Espresso,Decaf,107,133,236,88,61,29,60,60,110,170,Oklahoma,South,Small Market
3942,2010-01-01,Herbal Tea,Chamomile,Decaf,13,66,120,54,53,20,20,50,60,110,Oklahoma,South,Small Market
3943,2010-02-01,Herbal Tea,Chamomile,Decaf,11,65,118,53,54,20,20,50,60,110,Oklahoma,South,Small Market
3944,2010-05-01,Herbal Tea,Chamomile,Decaf,17,72,130,58,55,22,20,50,70,120,Oklahoma,South,Small Market
3945,2010-06-01,Herbal Tea,Chamomile,Decaf,19,74,133,59,55,22,30,50,80,130,Oklahoma,South,Small Market
3946,2010-11-01,Herbal Tea,Chamomile,Decaf,13,67,121,54,54,20,20,50,60,110,Oklahoma,South,Small Market
3947,2011-01-01,Herbal Tea,Chamomile,Decaf,20,66,134,54,56,20,20,50,60,110,Oklahoma,South,Small Market
3948,2011-03-01,Herbal Tea,Chamomile,Decaf,19,66,128,54,53,20,20,50,60,110,Oklahoma,South,Small Market
3949,2011-04-01,Herbal Tea,Chamomile,Decaf,22,70,135,57,55,21,30,50,70,120,Oklahoma,South,Small Market
3950,2011-08-01,Herbal Tea,Chamomile,Decaf,28,77,139,63,53,23,20,60,70,130,Oklahoma,South,Small Market
3951,2010-05-01,Herbal Tea,Lemon,Decaf,17,129,221,92,112,83,40,80,130,210,Oklahoma,South,Small Market
3952,2011-03-01,Herbal Tea,Lemon,Decaf,25,132,242,95,115,86,30,90,130,220,Oklahoma,South,Small Market
3953,2011-04-01,Herbal Tea,Lemon,Decaf,24,132,242,95,116,86,30,90,130,220,Oklahoma,South,Small Market
3954,2011-06-01,Herbal Tea,Lemon,Decaf,35,154,262,110,120,100,40,100,150,250,Oklahoma,South,Small Market
3955,2011-10-01,Herbal Tea,Lemon,Decaf,25,134,245,96,117,87,40,80,120,200,Oklahoma,South,Small Market
3956,2010-04-01,Espresso,Caffe Latte,Regular,98,155,267,112,57,34,90,90,130,220,Oklahoma,South,Small Market
3957,2010-05-01,Espresso,Caffe Latte,Regular,101,159,273,114,58,35,100,90,140,230,Oklahoma,South,Small Market
3958,2010-06-01,Espresso,Caffe Latte,Regular,105,164,282,118,59,36,100,100,140,240,Oklahoma,South,Small Market
3959,2010-08-01,Espresso,Caffe Latte,Regular,102,161,277,116,59,35,100,90,140,230,Oklahoma,South,Small Market
3960,2010-11-01,Espresso,Caffe Latte,Regular,89,143,245,102,54,31,60,80,100,180,Oklahoma,South,Small Market
3961,2010-12-01,Espresso,Caffe Latte,Regular,121,186,320,134,65,41,90,100,140,240,Oklahoma,South,Small Market
3962,2011-05-01,Espresso,Caffe Latte,Regular,139,159,271,114,54,35,100,90,140,230,Oklahoma,South,Small Market
3963,2011-08-01,Espresso,Caffe Latte,Regular,141,161,275,116,55,35,100,90,140,230,Oklahoma,South,Small Market
3964,2011-09-01,Espresso,Caffe Latte,Regular,122,134,245,96,52,29,80,80,110,190,Oklahoma,South,Small Market
3965,2011-12-01,Espresso,Caffe Latte,Regular,180,186,341,134,65,41,90,100,140,240,Oklahoma,South,Small Market
3966,2010-04-01,Coffee,Amaretto,Regular,16,70,127,57,54,21,20,60,70,130,Wisconsin,Central,Small Market
3967,2010-07-01,Coffee,Amaretto,Regular,18,74,133,59,56,22,20,60,70,130,Wisconsin,Central,Small Market
3968,2011-12-01,Coffee,Amaretto,Regular,33,80,155,65,58,24,30,60,80,140,Wisconsin,Central,Small Market
3969,2010-02-01,Coffee,Columbian,Regular,15,128,220,92,113,83,40,90,140,230,Wisconsin,Central,Small Market
3970,2011-08-01,Coffee,Columbian,Regular,48,184,314,133,139,120,60,140,190,330,Wisconsin,Central,Small Market
3971,2010-06-01,Coffee,Decaf Irish Cream,Decaf,63,121,212,91,58,30,90,90,130,220,Wisconsin,Central,Small Market
3972,2010-07-01,Coffee,Decaf Irish Cream,Decaf,71,130,227,97,59,32,80,100,130,230,Wisconsin,Central,Small Market
3973,2011-10-01,Coffee,Decaf Irish Cream,Decaf,91,116,215,86,55,28,100,80,120,200,Wisconsin,Central,Small Market
3974,2011-11-01,Coffee,Decaf Irish Cream,Decaf,76,103,192,77,52,25,60,70,100,170,Wisconsin,Central,Small Market
3975,2010-08-01,Espresso,Caffe Mocha,Regular,70,123,226,103,53,31,100,110,150,260,Wisconsin,Central,Small Market
3976,2010-11-01,Espresso,Caffe Mocha,Regular,45,89,164,75,44,23,70,90,110,200,Wisconsin,Central,Small Market
3977,2011-09-01,Espresso,Caffe Mocha,Regular,79,99,194,83,46,25,80,90,120,210,Wisconsin,Central,Small Market
3978,2010-07-01,Espresso,Decaf Espresso,Decaf,36,65,115,50,29,16,60,50,80,130,Wisconsin,Central,Small Market
3979,2011-04-01,Espresso,Decaf Espresso,Decaf,47,58,110,45,26,14,50,50,70,120,Wisconsin,Central,Small Market
3980,2011-11-01,Espresso,Decaf Espresso,Decaf,16,30,55,22,19,7,30,20,40,60,Wisconsin,Central,Small Market
3981,2010-07-01,Herbal Tea,Chamomile,Decaf,29,65,104,39,36,12,40,30,60,90,Wisconsin,Central,Small Market
3982,2010-09-01,Herbal Tea,Chamomile,Decaf,53,94,151,57,41,17,70,40,90,130,Wisconsin,Central,Small Market
3983,2010-11-01,Herbal Tea,Chamomile,Decaf,48,88,141,53,40,16,50,50,80,130,Wisconsin,Central,Small Market
3984,2010-12-01,Herbal Tea,Chamomile,Decaf,30,66,107,41,36,12,30,30,60,90,Wisconsin,Central,Small Market
3985,2011-03-01,Herbal Tea,Chamomile,Decaf,93,105,178,62,42,19,70,50,90,140,Wisconsin,Central,Small Market
3986,2011-12-01,Herbal Tea,Chamomile,Decaf,45,66,114,41,36,12,30,30,60,90,Wisconsin,Central,Small Market
3987,2010-06-01,Herbal Tea,Lemon,Decaf,58,85,144,59,27,16,60,50,70,120,Wisconsin,Central,Small Market
3988,2011-02-01,Herbal Tea,Lemon,Decaf,64,68,123,47,25,13,50,40,60,100,Wisconsin,Central,Small Market
3989,2010-02-01,Tea,Darjeeling,Regular,41,81,137,56,40,17,50,40,80,120,Wisconsin,Central,Small Market
3990,2010-05-01,Tea,Darjeeling,Regular,27,65,110,45,38,14,30,30,60,90,Wisconsin,Central,Small Market
3991,2010-06-01,Tea,Darjeeling,Regular,24,59,99,40,35,12,20,30,50,80,Wisconsin,Central,Small Market
3992,2010-07-01,Tea,Darjeeling,Regular,21,54,90,36,33,11,10,30,40,70,Wisconsin,Central,Small Market
